data_date,market_month,price_settle
2023-06-28,NOV 25,1150.2
2023-06-28,NOV 26,1112.4
2023-06-28,SEP 23,1278.2
2023-06-28,SEP 24,1219.6
2023-06-28,SEP 25,1168.2
2023-06-29,AUG 23,1367.6
2023-06-29,AUG 24,1253.0
2023-06-29,AUG 25,1185.0
2023-06-29,JAN 24,1274.2
2023-06-29,JAN 25,1208.6
2023-06-29,JLY 23,1483.0
2023-06-29,JLY 24,1270.2
2023-06-29,JLY 25,1195.6
2023-06-29,JLY 26,1144.6
2023-06-29,MAR 24,1270.0
2023-06-29,MAR 25,1201.2
2023-06-29,MAY 24,1268.6
2023-06-29,MAY 25,1192.4
2023-06-29,NOV 23,1265.6
2023-06-29,NOV 24,1206.0
2023-06-29,NOV 25,1147.2
2023-06-29,NOV 26,1109.0
2023-06-29,SEP 23,1279.6
2023-06-29,SEP 24,1217.6
2023-06-29,SEP 25,1164.0
2023-06-30,AUG 23,1442.0
2023-06-30,AUG 24,1281.6
2023-06-30,AUG 25,1185.6
2023-06-30,JAN 24,1346.6
2023-06-30,JAN 25,1209.6
2023-06-30,JLY 23,1557.2
2023-06-30,JLY 24,1307.6
2023-06-30,JLY 25,1196.4
2023-06-30,JLY 26,1142.6
2023-06-30,MAR 24,1326.0
2023-06-30,MAR 25,1202.2
2023-06-30,MAY 24,1314.4
2023-06-30,MAY 25,1193.4
2023-06-30,NOV 23,1343.2
2023-06-30,NOV 24,1206.6
2023-06-30,NOV 25,1145.2
2023-06-30,NOV 26,1105.2
2023-06-30,SEP 23,1355.4
2023-06-30,SEP 24,1229.2
2023-06-30,SEP 25,1164.6
2023-07-03,AUG 23,1467.6
2023-07-03,AUG 24,1305.4
2023-07-03,AUG 25,1217.0
2023-07-03,JAN 24,1359.2
2023-07-03,JAN 25,1241.2
2023-07-03,JLY 23,1562.0
2023-07-03,JLY 24,1331.2
2023-07-03,JLY 25,1227.6
2023-07-03,JLY 26,1170.0
2023-07-03,MAR 24,1343.0
2023-07-03,MAR 25,1231.2
2023-07-03,MAY 24,1335.0
2023-07-03,MAY 25,1225.0
2023-07-03,NOV 23,1353.6
2023-07-03,NOV 24,1238.0
2023-07-03,NOV 25,1172.4
2023-07-03,NOV 26,1132.4
2023-07-03,SEP 23,1377.4
2023-07-03,SEP 24,1257.0
2023-07-03,SEP 25,1196.0
2023-07-05,AUG 23,1468.6
2023-07-05,AUG 24,1314.2
2023-07-05,AUG 25,1230.0
2023-07-05,JAN 24,1361.6
2023-07-05,JAN 25,1254.2
2023-07-05,JLY 23,1547.2
2023-07-05,JLY 24,1338.4
2023-07-05,JLY 25,1240.6
2023-07-05,JLY 26,1181.6
2023-07-05,MAR 24,1349.2
2023-07-05,MAR 25,1244.2
2023-07-05,MAY 24,1342.2
2023-07-05,MAY 25,1238.0
2023-07-05,NOV 23,1355.0
2023-07-05,NOV 24,1251.6
2023-07-05,NOV 25,1184.2
2023-07-05,NOV 26,1144.2
2023-07-05,SEP 23,1378.2
2023-07-05,SEP 24,1269.2
2023-07-05,SEP 25,1209.0
2023-07-06,AUG 23,1448.2
2023-07-06,AUG 24,1304.4
2023-07-06,AUG 25,1222.4
2023-07-06,JAN 24,1346.6
2023-07-06,JAN 25,1246.6
2023-07-06,JLY 23,1525.6
2023-07-06,JLY 24,1328.0
2023-07-06,JLY 25,1233.2
2023-07-06,JLY 26,1173.6
2023-07-06,MAR 24,1337.0
2023-07-06,MAR 25,1236.6
2023-07-06,MAY 24,1331.0
2023-07-06,MAY 25,1230.6
2023-07-06,NOV 23,1339.4
2023-07-06,NOV 24,1243.6
2023-07-06,NOV 25,1176.2
2023-07-06,NOV 26,1136.2
2023-07-06,SEP 23,1358.2
2023-07-06,SEP 24,1260.6
2023-07-06,SEP 25,1201.4
2023-07-07,AUG 23,1427.6
2023-07-07,AUG 24,1286.4
2023-07-07,AUG 25,1205.6
2023-07-07,JAN 24,1325.0
2023-07-07,JAN 25,1230.0
2023-07-07,JLY 23,1485.4
2023-07-07,JLY 24,1310.0
2023-07-07,JLY 25,1216.4
2023-07-07,JLY 26,1164.4
2023-07-07,MAR 24,1317.0
2023-07-07,MAR 25,1220.0
2023-07-07,MAY 24,1312.6
2023-07-07,MAY 25,1214.2
2023-07-07,NOV 23,1317.6
2023-07-07,NOV 24,1227.2
2023-07-07,NOV 25,1167.0
2023-07-07,NOV 26,1127.0
2023-07-07,SEP 23,1338.6
2023-07-07,SEP 24,1243.2
2023-07-07,SEP 25,1184.6
2023-07-10,AUG 23,1455.4
2023-07-10,AUG 24,1304.0
2023-07-10,AUG 25,1220.6
2023-07-10,JAN 24,1352.0
2023-07-10,JAN 25,1244.0
2023-07-10,JLY 23,1508.0
2023-07-10,JLY 24,1327.2
2023-07-10,JLY 25,1231.4
2023-07-10,JLY 26,1177.2
2023-07-10,MAR 24,1338.6
2023-07-10,MAR 25,1234.0
2023-07-10,MAY 24,1331.4
2023-07-10,MAY 25,1229.4
2023-07-10,NOV 23,1345.4
2023-07-10,NOV 24,1241.0
2023-07-10,NOV 25,1179.6
2023-07-10,NOV 26,1139.6
2023-07-10,SEP 23,1365.6
2023-07-10,SEP 24,1259.6
2023-07-10,SEP 25,1199.6
2023-07-11,AUG 23,1471.4
2023-07-11,AUG 24,1313.6
2023-07-11,AUG 25,1230.6
2023-07-11,JAN 24,1365.4
2023-07-11,JAN 25,1254.0
2023-07-11,JLY 23,1520.4
2023-07-11,JLY 24,1337.6
2023-07-11,JLY 25,1241.4
2023-07-11,JLY 26,1187.2
2023-07-11,MAR 24,1350.4
2023-07-11,MAR 25,1244.6
2023-07-11,MAY 24,1342.4
2023-07-11,MAY 25,1239.0
2023-07-11,NOV 23,1360.2
2023-07-11,NOV 24,1251.0
2023-07-11,NOV 25,1189.6
2023-07-11,NOV 26,1149.6
2023-07-11,SEP 23,1385.2
2023-07-11,SEP 24,1268.4
2023-07-11,SEP 25,1209.6
2023-07-12,AUG 23,1444.2
2023-07-12,AUG 24,1288.4
2023-07-12,AUG 25,1205.6
2023-07-12,JAN 24,1334.0
2023-07-12,JAN 25,1230.2
2023-07-12,JLY 23,1488.4
2023-07-12,JLY 24,1311.4
2023-07-12,JLY 25,1216.4
2023-07-12,JLY 26,1162.2
2023-07-12,MAR 24,1322.2
2023-07-12,MAR 25,1220.0
2023-07-12,MAY 24,1315.2
2023-07-12,MAY 25,1214.2
2023-07-12,NOV 23,1327.6
2023-07-12,NOV 24,1227.0
2023-07-12,NOV 25,1164.6
2023-07-12,NOV 26,1124.6
2023-07-12,SEP 23,1355.6
2023-07-12,SEP 24,1244.4
2023-07-12,SEP 25,1184.6
2023-07-13,AUG 23,1484.6
2023-07-13,AUG 24,1322.6
2023-07-13,AUG 25,1235.0
2023-07-13,JAN 24,1375.4
2023-07-13,JAN 25,1263.2
2023-07-13,JLY 23,1518.0
2023-07-13,JLY 24,1346.2
2023-07-13,JLY 25,1245.6
2023-07-13,JLY 26,1190.6
2023-07-13,MAR 24,1360.4
2023-07-13,MAR 25,1249.6
2023-07-13,MAY 24,1352.0
2023-07-13,MAY 25,1243.6
2023-07-13,NOV 23,1369.6
2023-07-13,NOV 24,1260.2
2023-07-13,NOV 25,1193.2
2023-07-13,NOV 26,1153.2
2023-07-13,SEP 23,1399.0
2023-07-13,SEP 24,1277.2
2023-07-13,SEP 25,1214.0
2023-07-14,AUG 23,1480.2
2023-07-14,AUG 24,1331.2
2023-07-14,AUG 25,1239.0
2023-07-14,JAN 24,1377.6
2023-07-14,JAN 25,1272.4
2023-07-14,JLY 23,1495.6
2023-07-14,JLY 24,1353.4
2023-07-14,JLY 25,1249.6
2023-07-14,JLY 26,1195.0
2023-07-14,MAR 24,1365.4
2023-07-14,MAR 25,1257.2
2023-07-14,MAY 24,1357.6
2023-07-14,MAY 25,1248.4
2023-07-14,NOV 23,1370.6
2023-07-14,NOV 24,1270.0
2023-07-14,NOV 25,1197.4
2023-07-14,NOV 26,1157.4
2023-07-14,SEP 23,1399.6
2023-07-14,SEP 24,1286.6
2023-07-14,SEP 25,1218.0
2023-07-17,AUG 23,1484.0
2023-07-17,AUG 24,1335.0
2023-07-17,AUG 25,1241.0
2023-07-17,JAN 24,1384.4
2023-07-17,JAN 25,1273.6
2023-07-17,JLY 24,1359.2
2023-07-17,JLY 25,1251.6
2023-07-17,JLY 26,1197.0
2023-07-17,MAR 24,1371.6
2023-07-17,MAR 25,1258.4
2023-07-17,MAY 24,1363.6
2023-07-17,MAY 25,1249.4
2023-07-17,NOV 23,1378.0
2023-07-17,NOV 24,1271.2
2023-07-17,NOV 25,1199.4
2023-07-17,NOV 26,1159.4
2023-07-17,SEP 23,1407.2
2023-07-17,SEP 24,1288.2
2023-07-17,SEP 25,1220.0
2023-07-18,AUG 23,1492.0
2023-07-18,AUG 24,1348.0
2023-07-18,AUG 25,1251.2
2023-07-18,JAN 24,1401.0
2023-07-18,JAN 25,1284.4
2023-07-18,JLY 24,1373.2
2023-07-18,JLY 25,1262.0
2023-07-18,JLY 26,1206.6
2023-07-18,MAR 24,1387.0
2023-07-18,MAR 25,1269.2
2023-07-18,MAY 24,1378.4
2023-07-18,MAY 25,1260.2
2023-07-18,NOV 23,1395.2
2023-07-18,NOV 24,1281.2
2023-07-18,NOV 25,1209.2
2023-07-18,NOV 26,1169.2
2023-07-18,SEP 23,1418.6
2023-07-18,SEP 24,1299.4
2023-07-18,SEP 25,1230.2
2023-07-19,AUG 23,1491.4
2023-07-19,AUG 24,1361.0
2023-07-19,AUG 25,1264.0
2023-07-19,JAN 24,1414.4
2023-07-19,JAN 25,1297.2
2023-07-19,JLY 24,1386.0
2023-07-19,JLY 25,1274.6
2023-07-19,JLY 26,1217.0
2023-07-19,MAR 24,1399.6
2023-07-19,MAR 25,1282.0
2023-07-19,MAY 24,1391.2
2023-07-19,MAY 25,1272.6
2023-07-19,NOV 23,1408.6
2023-07-19,NOV 24,1295.0
2023-07-19,NOV 25,1219.4
2023-07-19,NOV 26,1174.4
2023-07-19,SEP 23,1432.0
2023-07-19,SEP 24,1313.4
2023-07-19,SEP 25,1243.0
2023-07-20,AUG 23,1495.0
2023-07-20,AUG 24,1363.0
2023-07-20,AUG 25,1267.2
2023-07-20,JAN 24,1410.4
2023-07-20,JAN 25,1300.2
2023-07-20,JLY 24,1387.6
2023-07-20,JLY 25,1278.0
2023-07-20,JLY 26,1221.6
2023-07-20,MAR 24,1399.2
2023-07-20,MAR 25,1286.0
2023-07-20,MAY 24,1392.6
2023-07-20,MAY 25,1276.2
2023-07-20,NOV 23,1404.6
2023-07-20,NOV 24,1297.2
2023-07-20,NOV 25,1224.2
2023-07-20,NOV 26,1179.2
2023-07-20,SEP 23,1426.2
2023-07-20,SEP 24,1316.2
2023-07-20,SEP 25,1246.2
2023-07-21,AUG 23,1501.0
2023-07-21,AUG 24,1361.6
2023-07-21,AUG 25,1266.0
2023-07-21,JAN 24,1408.2
2023-07-21,JAN 25,1297.4
2023-07-21,JLY 24,1386.2
2023-07-21,JLY 25,1276.6
2023-07-21,JLY 26,1219.2
2023-07-21,MAR 24,1397.6
2023-07-21,MAR 25,1283.6
2023-07-21,MAY 24,1391.4
2023-07-21,MAY 25,1274.4
2023-07-21,NOV 23,1401.6
2023-07-21,NOV 24,1294.2
2023-07-21,NOV 25,1221.6
2023-07-21,NOV 26,1177.2
2023-07-21,SEP 23,1429.0
2023-07-21,SEP 24,1314.0
2023-07-21,SEP 25,1245.0
2023-07-24,AUG 23,1523.2
2023-07-24,AUG 24,1381.4
2023-07-24,AUG 25,1285.0
2023-07-24,JAN 24,1430.4
2023-07-24,JAN 25,1317.0
2023-07-24,JLY 24,1406.4
2023-07-24,JLY 25,1295.6
2023-07-24,JLY 26,1238.0
2023-07-24,MAR 24,1418.6
2023-07-24,MAR 25,1303.2
2023-07-24,MAY 24,1411.6
2023-07-24,MAY 25,1293.6
2023-07-24,NOV 23,1424.4
2023-07-24,NOV 24,1314.0
2023-07-24,NOV 25,1240.4
2023-07-24,NOV 26,1197.4
2023-07-24,SEP 23,1453.2
2023-07-24,SEP 24,1333.0
2023-07-24,SEP 25,1264.0
2023-07-25,AUG 23,1515.4
2023-07-25,AUG 24,1377.2
2023-07-25,AUG 25,1279.4
2023-07-25,JAN 24,1425.2
2023-07-25,JAN 25,1311.4
2023-07-25,JLY 24,1402.0
2023-07-25,JLY 25,1290.2
2023-07-25,JLY 26,1236.2
2023-07-25,MAR 24,1414.0
2023-07-25,MAR 25,1298.0
2023-07-25,MAY 24,1407.0
2023-07-25,MAY 25,1288.2
2023-07-25,NOV 23,1420.0
2023-07-25,NOV 24,1308.0
2023-07-25,NOV 25,1238.6
2023-07-25,NOV 26,1196.6
2023-07-25,SEP 23,1450.4
2023-07-25,SEP 24,1328.4
2023-07-25,SEP 25,1258.4
2023-07-26,AUG 23,1546.2
2023-07-26,AUG 24,1375.4
2023-07-26,AUG 25,1278.2
2023-07-26,JAN 24,1425.0
2023-07-26,JAN 25,1310.2
2023-07-26,JLY 24,1400.0
2023-07-26,JLY 25,1289.0
2023-07-26,JLY 26,1233.4
2023-07-26,MAR 24,1413.2
2023-07-26,MAR 25,1296.6
2023-07-26,MAY 24,1405.4
2023-07-26,MAY 25,1287.2
2023-07-26,NOV 23,1420.0
2023-07-26,NOV 24,1306.6
2023-07-26,NOV 25,1236.0
2023-07-26,NOV 26,1194.0
2023-07-26,SEP 23,1468.4
2023-07-26,SEP 24,1326.4
2023-07-26,SEP 25,1257.2
2023-07-27,AUG 23,1532.0
2023-07-27,AUG 24,1362.6
2023-07-27,AUG 25,1266.0
2023-07-27,JAN 24,1404.2
2023-07-27,JAN 25,1297.6
2023-07-27,JLY 24,1386.4
2023-07-27,JLY 25,1276.6
2023-07-27,JLY 26,1227.4
2023-07-27,MAR 24,1396.2
2023-07-27,MAR 25,1284.2
2023-07-27,MAY 24,1390.6
2023-07-27,MAY 25,1275.0
2023-07-27,NOV 23,1398.0
2023-07-27,NOV 24,1294.0
2023-07-27,NOV 25,1230.0
2023-07-27,NOV 26,1188.0
2023-07-27,SEP 23,1453.4
2023-07-27,SEP 24,1313.6
2023-07-27,SEP 25,1245.0
2023-07-28,AUG 23,1486.6
2023-07-28,AUG 24,1351.0
2023-07-28,AUG 25,1264.0
2023-07-28,JAN 24,1389.6
2023-07-28,JAN 25,1289.6
2023-07-28,JLY 24,1373.6
2023-07-28,JLY 25,1274.6
2023-07-28,JLY 26,1225.2
2023-07-28,MAR 24,1382.2
2023-07-28,MAR 25,1278.6
2023-07-28,MAY 24,1377.4
2023-07-28,MAY 25,1272.6
2023-07-28,NOV 23,1382.4
2023-07-28,NOV 24,1286.0
2023-07-28,NOV 25,1227.6
2023-07-28,NOV 26,1185.6
2023-07-28,SEP 23,1433.0
2023-07-28,SEP 24,1304.6
2023-07-28,SEP 25,1243.0
2023-07-31,AUG 23,1445.6
2023-07-31,AUG 24,1310.6
2023-07-31,AUG 25,1231.2
2023-07-31,JAN 24,1340.4
2023-07-31,JAN 25,1256.2
2023-07-31,JLY 24,1331.2
2023-07-31,JLY 25,1242.0
2023-07-31,JLY 26,1194.2
2023-07-31,MAR 24,1336.2
2023-07-31,MAR 25,1246.0
2023-07-31,MAY 24,1334.2
2023-07-31,MAY 25,1240.0
2023-07-31,NOV 23,1331.6
2023-07-31,NOV 24,1251.6
2023-07-31,NOV 25,1196.6
2023-07-31,NOV 26,1154.6
2023-07-31,SEP 23,1370.4
2023-07-31,SEP 24,1268.0
2023-07-31,SEP 25,1210.2
2023-08-01,AUG 23,1446.6
2023-08-01,AUG 24,1320.6
2023-08-01,AUG 25,1236.2
2023-08-01,JAN 24,1349.6
2023-08-01,JAN 25,1262.4
2023-08-01,JLY 24,1342.0
2023-08-01,JLY 25,1247.0
2023-08-01,JLY 26,1200.0
2023-08-01,MAR 24,1347.0
2023-08-01,MAR 25,1251.6
2023-08-01,MAY 24,1345.6
2023-08-01,MAY 25,1245.0
2023-08-01,NOV 23,1341.2
2023-08-01,NOV 24,1258.0
2023-08-01,NOV 25,1202.4
2023-08-01,NOV 26,1160.4
2023-08-01,SEP 23,1386.6
2023-08-01,SEP 24,1276.2
2023-08-01,SEP 25,1215.2
2023-08-02,AUG 23,1429.6
2023-08-02,AUG 24,1308.2
2023-08-02,AUG 25,1226.4
2023-08-02,JAN 24,1330.0
2023-08-02,JAN 25,1253.6
2023-08-02,JLY 24,1327.6
2023-08-02,JLY 25,1237.2
2023-08-02,JLY 26,1190.2
2023-08-02,MAR 24,1329.2
2023-08-02,MAR 25,1242.4
2023-08-02,MAY 24,1329.6
2023-08-02,MAY 25,1235.2
2023-08-02,NOV 23,1321.2
2023-08-02,NOV 24,1249.2
2023-08-02,NOV 25,1192.6
2023-08-02,NOV 26,1150.6
2023-08-02,SEP 23,1376.4
2023-08-02,SEP 24,1266.0
2023-08-02,SEP 25,1205.4
2023-08-03,AUG 23,1428.6
2023-08-03,AUG 24,1313.2
2023-08-03,AUG 25,1230.4
2023-08-03,JAN 24,1334.2
2023-08-03,JAN 25,1258.4
2023-08-03,JLY 24,1332.0
2023-08-03,JLY 25,1241.2
2023-08-03,JLY 26,1194.2
2023-08-03,MAR 24,1333.0
2023-08-03,MAR 25,1246.2
2023-08-03,MAY 24,1334.0
2023-08-03,MAY 25,1239.4
2023-08-03,NOV 23,1325.2
2023-08-03,NOV 24,1254.2
2023-08-03,NOV 25,1196.6
2023-08-03,NOV 26,1154.6
2023-08-03,SEP 23,1382.0
2023-08-03,SEP 24,1271.4
2023-08-03,SEP 25,1209.4
2023-08-04,AUG 23,1444.0
2023-08-04,AUG 24,1323.2
2023-08-04,AUG 25,1240.4
2023-08-04,JAN 24,1342.6
2023-08-04,JAN 25,1269.0
2023-08-04,JLY 24,1341.4
2023-08-04,JLY 25,1251.2
2023-08-04,JLY 26,1206.0
2023-08-04,MAR 24,1341.6
2023-08-04,MAR 25,1256.6
2023-08-04,MAY 24,1343.0
2023-08-04,MAY 25,1249.2
2023-08-04,NOV 23,1333.2
2023-08-04,NOV 24,1264.4
2023-08-04,NOV 25,1208.4
2023-08-04,NOV 26,1166.4
2023-08-04,SEP 23,1387.0
2023-08-04,SEP 24,1280.6
2023-08-04,SEP 25,1219.4
2023-08-07,AUG 23,1414.4
2023-08-07,AUG 24,1299.0
2023-08-07,AUG 25,1232.4
2023-08-07,JAN 24,1311.6
2023-08-07,JAN 25,1254.4
2023-08-07,JLY 24,1316.0
2023-08-07,JLY 25,1243.2
2023-08-07,JLY 26,1200.6
2023-08-07,MAR 24,1312.6
2023-08-07,MAR 25,1245.4
2023-08-07,MAY 24,1316.0
2023-08-07,MAY 25,1241.0
2023-08-07,NOV 23,1302.0
2023-08-07,NOV 24,1249.4
2023-08-07,NOV 25,1203.2
2023-08-07,NOV 26,1161.2
2023-08-07,SEP 23,1348.2
2023-08-07,SEP 24,1265.2
2023-08-07,SEP 25,1211.4
2023-08-08,AUG 23,1430.0
2023-08-08,AUG 24,1305.2
2023-08-08,AUG 25,1239.2
2023-08-08,JAN 24,1315.6
2023-08-08,JAN 25,1262.6
2023-08-08,JLY 24,1321.4
2023-08-08,JLY 25,1250.0
2023-08-08,JLY 26,1207.2
2023-08-08,MAR 24,1317.6
2023-08-08,MAR 25,1253.6
2023-08-08,MAY 24,1321.2
2023-08-08,MAY 25,1248.0
2023-08-08,NOV 23,1306.0
2023-08-08,NOV 24,1257.4
2023-08-08,NOV 25,1209.6
2023-08-08,NOV 26,1167.6
2023-08-08,SEP 23,1353.4
2023-08-08,SEP 24,1271.6
2023-08-08,SEP 25,1218.2
2023-08-09,AUG 23,1431.4
2023-08-09,AUG 24,1309.2
2023-08-09,AUG 25,1239.6
2023-08-09,JAN 24,1318.4
2023-08-09,JAN 25,1263.4
2023-08-09,JLY 24,1325.6
2023-08-09,JLY 25,1250.4
2023-08-09,JLY 26,1207.6
2023-08-09,MAR 24,1321.2
2023-08-09,MAR 25,1252.2
2023-08-09,MAY 24,1325.0
2023-08-09,MAY 25,1248.6
2023-08-09,NOV 23,1308.4
2023-08-09,NOV 24,1258.2
2023-08-09,NOV 25,1210.2
2023-08-09,NOV 26,1168.2
2023-08-09,SEP 23,1355.2
2023-08-09,SEP 24,1273.4
2023-08-09,SEP 25,1218.6
2023-08-10,AUG 23,1412.0
2023-08-10,AUG 24,1319.4
2023-08-10,AUG 25,1248.2
2023-08-10,JAN 24,1328.2
2023-08-10,JAN 25,1272.2
2023-08-10,JLY 24,1336.0
2023-08-10,JLY 25,1259.0
2023-08-10,JLY 26,1216.6
2023-08-10,MAR 24,1331.4
2023-08-10,MAR 25,1261.2
2023-08-10,MAY 24,1335.2
2023-08-10,MAY 25,1257.2
2023-08-10,NOV 23,1318.2
2023-08-10,NOV 24,1267.6
2023-08-10,NOV 25,1219.2
2023-08-10,NOV 26,1177.2
2023-08-10,SEP 23,1352.0
2023-08-10,SEP 24,1283.2
2023-08-10,SEP 25,1227.2
2023-08-11,AUG 23,1401.2
2023-08-11,AUG 24,1307.6
2023-08-11,AUG 25,1235.0
2023-08-11,JAN 24,1317.2
2023-08-11,JAN 25,1260.0
2023-08-11,JLY 24,1325.2
2023-08-11,JLY 25,1245.6
2023-08-11,JLY 26,1203.0
2023-08-11,MAR 24,1321.2
2023-08-11,MAR 25,1248.6
2023-08-11,MAY 24,1325.0
2023-08-11,MAY 25,1243.2
2023-08-11,NOV 23,1307.4
2023-08-11,NOV 24,1255.0
2023-08-11,NOV 25,1205.4
2023-08-11,NOV 26,1163.4
2023-08-11,SEP 23,1337.2
2023-08-11,SEP 24,1270.6
2023-08-11,SEP 25,1214.0
2023-08-14,AUG 23,1391.0
2023-08-14,AUG 24,1319.2
2023-08-14,AUG 25,1247.2
2023-08-14,JAN 24,1334.6
2023-08-14,JAN 25,1271.0
2023-08-14,JLY 24,1337.2
2023-08-14,JLY 25,1258.0
2023-08-14,JLY 26,1212.0
2023-08-14,MAR 24,1336.6
2023-08-14,MAR 25,1260.0
2023-08-14,MAY 24,1338.6
2023-08-14,MAY 25,1255.6
2023-08-14,NOV 23,1326.0
2023-08-14,NOV 24,1265.6
2023-08-14,NOV 25,1214.4
2023-08-14,NOV 26,1172.4
2023-08-14,SEP 23,1353.0
2023-08-14,SEP 24,1281.2
2023-08-14,SEP 25,1226.2
2023-08-15,AUG 24,1307.4
2023-08-15,AUG 25,1238.2
2023-08-15,JAN 24,1315.4
2023-08-15,JAN 25,1261.6
2023-08-15,JLY 24,1324.0
2023-08-15,JLY 25,1249.0
2023-08-15,JLY 26,1204.2
2023-08-15,MAR 24,1320.2
2023-08-15,MAR 25,1250.4
2023-08-15,MAY 24,1324.0
2023-08-15,MAY 25,1246.6
2023-08-15,NOV 23,1305.2
2023-08-15,NOV 24,1256.2
2023-08-15,NOV 25,1206.6
2023-08-15,NOV 26,1164.6
2023-08-15,SEP 23,1323.2
2023-08-15,SEP 24,1270.6
2023-08-15,SEP 25,1217.2
2023-08-16,AUG 24,1324.2
2023-08-16,AUG 25,1246.2
2023-08-16,JAN 24,1333.6
2023-08-16,JAN 25,1275.4
2023-08-16,JLY 24,1341.2
2023-08-16,JLY 25,1257.0
2023-08-16,JLY 26,1216.4
2023-08-16,MAR 24,1338.0
2023-08-16,MAR 25,1263.0
2023-08-16,MAY 24,1341.4
2023-08-16,MAY 25,1256.0
2023-08-16,NOV 23,1323.4
2023-08-16,NOV 24,1270.6
2023-08-16,NOV 25,1219.0
2023-08-16,NOV 26,1177.0
2023-08-16,SEP 23,1334.6
2023-08-16,SEP 24,1286.4
2023-08-16,SEP 25,1225.2
2023-08-17,AUG 24,1335.6
2023-08-17,AUG 25,1262.0
2023-08-17,JAN 24,1340.6
2023-08-17,JAN 25,1288.6
2023-08-17,JLY 24,1351.6
2023-08-17,JLY 25,1272.6
2023-08-17,JLY 26,1229.0
2023-08-17,MAR 24,1346.0
2023-08-17,MAR 25,1276.2
2023-08-17,MAY 24,1350.6
2023-08-17,MAY 25,1271.0
2023-08-17,NOV 23,1330.0
2023-08-17,NOV 24,1283.6
2023-08-17,NOV 25,1231.4
2023-08-17,NOV 26,1191.0
2023-08-17,SEP 23,1336.6
2023-08-17,SEP 24,1299.6
2023-08-17,SEP 25,1241.0
2023-08-18,AUG 24,1351.6
2023-08-18,AUG 25,1274.0
2023-08-18,JAN 24,1363.6
2023-08-18,JAN 25,1300.6
2023-08-18,JLY 24,1369.6
2023-08-18,JLY 25,1284.6
2023-08-18,JLY 26,1236.4
2023-08-18,MAR 24,1366.6
2023-08-18,MAR 25,1288.2
2023-08-18,MAY 24,1369.6
2023-08-18,MAY 25,1283.0
2023-08-18,NOV 23,1353.2
2023-08-18,NOV 24,1295.6
2023-08-18,NOV 25,1239.0
2023-08-18,NOV 26,1197.2
2023-08-18,SEP 23,1362.6
2023-08-18,SEP 24,1312.6
2023-08-18,SEP 25,1253.0
2023-08-21,AUG 24,1356.4
2023-08-21,AUG 25,1275.0
2023-08-21,JAN 24,1371.4
2023-08-21,JAN 25,1301.6
2023-08-21,JLY 24,1375.4
2023-08-21,JLY 25,1285.6
2023-08-21,JLY 26,1234.2
2023-08-21,MAR 24,1374.2
2023-08-21,MAR 25,1290.0
2023-08-21,MAY 24,1376.2
2023-08-21,MAY 25,1284.2
2023-08-21,NOV 23,1361.6
2023-08-21,NOV 24,1296.6
2023-08-21,NOV 25,1236.6
2023-08-21,NOV 26,1193.0
2023-08-21,SEP 23,1370.0
2023-08-21,SEP 24,1315.0
2023-08-21,SEP 25,1254.0
2023-08-22,AUG 24,1344.0
2023-08-22,AUG 25,1261.6
2023-08-22,JAN 24,1356.0
2023-08-22,JAN 25,1288.6
2023-08-22,JLY 24,1363.4
2023-08-22,JLY 25,1272.4
2023-08-22,JLY 26,1221.2
2023-08-22,MAR 24,1360.0
2023-08-22,MAR 25,1277.0
2023-08-22,MAY 24,1363.2
2023-08-22,MAY 25,1271.2
2023-08-22,NOV 23,1346.0
2023-08-22,NOV 24,1283.6
2023-08-22,NOV 25,1223.6
2023-08-22,NOV 26,1180.0
2023-08-22,SEP 23,1351.4
2023-08-22,SEP 24,1302.0
2023-08-22,SEP 25,1240.6
2023-08-23,AUG 24,1356.4
2023-08-23,AUG 25,1274.6
2023-08-23,JAN 24,1371.0
2023-08-23,JAN 25,1300.0
2023-08-23,JLY 24,1377.2
2023-08-23,JLY 25,1285.4
2023-08-23,JLY 26,1230.6
2023-08-23,MAR 24,1374.6
2023-08-23,MAR 25,1289.0
2023-08-23,MAY 24,1377.4
2023-08-23,MAY 25,1284.0
2023-08-23,NOV 23,1360.4
2023-08-23,NOV 24,1295.0
2023-08-23,NOV 25,1233.2
2023-08-23,NOV 26,1189.4
2023-08-23,SEP 23,1359.4
2023-08-23,SEP 24,1313.6
2023-08-23,SEP 25,1253.6
2023-08-24,AUG 24,1367.0
2023-08-24,AUG 25,1283.0
2023-08-24,JAN 24,1383.4
2023-08-24,JAN 25,1308.2
2023-08-24,JLY 24,1389.0
2023-08-24,JLY 25,1293.6
2023-08-24,JLY 26,1240.4
2023-08-24,MAR 24,1387.4
2023-08-24,MAR 25,1297.2
2023-08-24,MAY 24,1389.6
2023-08-24,MAY 25,1292.2
2023-08-24,NOV 23,1371.6
2023-08-24,NOV 24,1303.0
2023-08-24,NOV 25,1243.0
2023-08-24,NOV 26,1197.4
2023-08-24,SEP 23,1365.6
2023-08-24,SEP 24,1322.2
2023-08-24,SEP 25,1262.0
2023-08-25,AUG 24,1377.2
2023-08-25,AUG 25,1289.0
2023-08-25,JAN 24,1399.2
2023-08-25,JAN 25,1315.4
2023-08-25,JLY 24,1400.2
2023-08-25,JLY 25,1299.6
2023-08-25,JLY 26,1246.2
2023-08-25,MAR 24,1402.4
2023-08-25,MAR 25,1303.2
